"STA","Station Name","Elevation","Latitude","Longitude","Nearby City","Hydro","Basin","Owner","Maintenance","Operator","Map","Collect","County Name","Basin Name","Agency Name","Hydro Area","Sensors"
"TCP","TIGER CREEK POWERHOUSE","2360","38.45","-120.483","JACKSON","6","8301","999","999","60","18","0","CALAVERAS","MOKELUMNE R","Pacific Gas & Electric","SAN JOAQUIN RIVER","2,4,12,14,16,30,31,32,45"
"TCR","TRACY CARBONA","140","37.7","-121.433","TRACY","6","9301","999","999","40","23","0","SAN JOAQUIN","SAN JOAQUIN FLOOR","National Weather Service","SAN JOAQUIN RIVER","2"
"TCT","TAHOE CITY","6250","39.167","-120.15","TAHOE CITY","8","10601","999","999","999","14","0","PLACER","LAKE TAHOE",".None Specified","NORTH LAHONTAN","3,18,82"
"TDD","N FK OF M FK TULE R BLW TULE DIV DAM","5100","36.2086","-118.6575","CAMP NELSON","6","9601","999","999","60","32","0","TULARE","TULE R","Pacific Gas & Electric","SAN JOAQUIN RIVER","1,14"
"TDO","NF OF MF TULE R BLW DOYLE SPRINGS","3920","36.2047","-118.6672","SPRINGVILLE","6","9601","999","999","61","32","0","TULARE","TULE R","Pacific Gas and Electric Company, Auberry","SAN JOAQUIN RIVER","1,14"
"TDP","TULLOCK POWERHOUSE TAILRACE","360","37.876","-120.605","KNIGHTS FERRY","6","8501","999","999","801","24","0","TUOLUMNE","STANISLAUS R","CA Dept of Fish and Wildlife","SAN JOAQUIN RIVER","25"
"TDS","TULLOCH DAM SPILLWAY","475","37.874","-120.602","KNIGHTS FERRY","6","8501","999","999","801","24","0","TUOLUMNE","STANISLAUS R","CA Dept of Fish and Wildlife","SAN JOAQUIN RIVER","25"
"TEA","TEAL CLUB AT FRANK HORAN SLOUGH","0","38.1766","-122.0872","FAIRFIELD","5","8101","999","999","705","16","0","SOLANO","DELTA","CA Dept of Water Resources/Div of Environmental Services","SACRAMENTO RIVER","14,25,100"
"TEE","TEERINK PUMPING PLANT","497","35.032749","-119.008102","ARVIN","7","1","999","999","703","37","16","KERN","NOT SPECIFIED","CA Dept of Water Resources/Operations and Maintenance","TULARE LAKE","27,62,100,146"
"TEH","SACRAMENTO RIVER AT TEHAMA BRIDGE","213","40.0287551879883","-122.117980957031","TEHAMA","5","6501","700","999","707","8","0","TEHAMA","SACRAMENTO R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14,169"
"TEL","TUOLUMNE-ELEANOR CK","4500","37.969","-119.881","HETCHY HETCHY","6","8601","999","999","3","25","0","TUOLUMNE","TUOLUMNE R","CA Dept of Forestry and Fire Protection","SAN JOAQUIN RIVER","66"
"TES","TIOGA PASS ENTRY STATION","9945","37.9108543395996","-119.258453369141","LEE VINING","6","8601","52","999","52","999","0","TUOLUMNE","TUOLUMNE R","Yosemite National Park","SAN JOAQUIN RIVER","3,4,9,10,12,14,16,18,30,31,32,77,78,82,96,97,98,99,103,104,105,106,107,108,115"
"TFR","THERMALITO FOREBAY","230","39.519","-121.629","OROVILLE","5","7301","999","999","1","13","0","BUTTE","FEATHER R","CA Dept of Water Resources","SACRAMENTO RIVER","15,69"
"TGC","TUOLUMNE R AT THE GRAND CYN OF TUOLUMNE ","3830","37.9165878295898","-119.659896850586","YOSEMITE","6","8601","999","999","58","25","0","TUOLUMNE","TUOLUMNE R","US Geological Survey","SAN JOAQUIN RIVER","1,4,12,14,16,20,25,26,27,41,100"
"TGP","TIOGA PASS","9800","37.917","-119.253","TUOLUMNE MEADOWS","9","10901","999","999","69","25","0","MONO","MONO LAKE","Southern California Edison Company, Bishop","SOUTH LAHONTAN","3,18,82"
"TGR","TIGER CREEK PH","2360","38.45","-120.483","WEST POINT","6","8301","999","999","60","18","0","AMADOR","MOKELUMNE R","Pacific Gas & Electric","SAN JOAQUIN RIVER","2,45"
"TGS","TRINITY GUARD STATION","4100","40.825","-122.66","LEWISTON","1","901","999","999","50","8","0","TRINITY","TRINITY R","US Bureau of Reclamation","NORTH COAST","2,4,14,16,45"
"THA","TOTAL RELEASE-FEATHER R BLW THERMALITO","900","39.45","-121.633","OROVILLE","5","7301","999","999","703","13","0","BUTTE","FEATHER R","CA Dept of Water Resources/Operations and Maintenance","SACRAMENTO RIVER","85"
"THB","TUOLUMNE RIVER AT HICKMAN BRDG WATERFORD","100","37.63603","-120.75928","WATERFORD","6","8601","999","999","801","24","0","STANISLAUS","TUOLUMNE R","CA Dept of Fish and Wildlife","SAN JOAQUIN RIVER","25"
"THC","LAKE TAHOE AT TAHOE CITY","6230","39.182","-120.119","TAHOE CITY","8","10501","999","999","5","14","0","PLACER","TRUCKEE R","USGS/DWR","NORTH LAHONTAN","2,4,6,7,14"
"THD","THERMALITO DIVERSION POOL","230","39.528","-121.543","OROVILLE","5","7301","703","703","703","13","0","BUTTE","FEATHER R","CA Dept of Water Resources/Operations and Maintenance","SACRAMENTO RIVER","15,46"
"THE","LAKE THOMAS A EDISON","7800","37.382","-119.02",,"6","9001","999","999","68","25","0","FRESNO","SAN JOAQUIN R","Southern California Edison Company, Big Creek","SAN JOAQUIN RIVER","3,18,82"
"THH","TEHACHAPI","4017","35.133","-118.45","TEHACHAPI","7","9801","999","999","40","39","0","KERN","TULARE LAKE","National Weather Service","TULARE LAKE","2"
"THL","THOUSAND LAKES","6500","40.71","-121.577","HAT CREEK","5","6701","999","999","19","9","0","SHASTA","PIT R","Hat Creek Ranger District","SACRAMENTO RIVER","3,18,82"
"THM","THOMAS MOUNTAIN","6600","33.627","-116.673",,"4","5601","999","999","999","55","0","RIVERSIDE","SAN JACINTO R",".None Specified","SOUTH COAST","3,18,82"
"THO","THOMES CREEK AT PASKENTA","720","39.8878402709961","-122.528564453125","PASKENTA","5","6501","700","707","707","12","0","TEHAMA","SACRAMENTO R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,2,14,16,20,45"
"THP","THOMPSON CREEK DAM","1600","34.139","-117.709","CLAREMONT","4","4801","170","170","170","47","0","LOS ANGELES","LOS ANGELES R","Los Angeles County","SOUTH COAST","2,16,45"
"THR","THERMAL FAA AIRPORT","9999","33.633","-116.167","INDIO","10","11801","999","999","999","55","0","RIVERSIDE","COLORADO R",".None Specified","COLORADO RIVER","2"
"THT","TINEMAHA TO HAIWEE","9999","99.999","-999.999","BISHOP","9","11001","999","999","71","999","0","INYO","OWENS R","City of Los Angeles; Dept of Water and Power","SOUTH LAHONTAN","65"
"THV","TAHQUITZ VALLEY","7800","33.777","-116.668","IDYLLWILD","10","12001","999","999","999","55","0","RIVERSIDE","WHITEWATER R",".None Specified","COLORADO RIVER","3,18,82"
"TID","TURLOCK IRRIGATION DISTRICT OFFICE","100","37.501","-120.854","TURLOCK","6","8601","203","700","203","24","0","STANISLAUS","TUOLUMNE R","Turlock Irrigation District","SAN JOAQUIN RIVER","14"
"TIL","TID CANAL AT LA GRANGE","296","37.672","-120.443","TURLOCK","6","8601","999","999","203","24","0","STANISLAUS","TUOLUMNE R","Turlock Irrigation District","SAN JOAQUIN RIVER","20"
"TIS","SACTO R AT TISDALE WEIR (CREST 44.1')","45","39.026439666748","-121.822082519531","GRIMES","5","6501","999","707","707","13","0","SUTTER","SACRAMENTO R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14,16,20,169"
"TJC","TRINITY R AT JUNCTION CITY","1445","40.7284774780273","-123.061973571777","JUNCTION CITY","1","901","999","999","58","7","0","TRINITY","TRINITY R","US Geological Survey","NORTH COAST","1,14,20"
"TJR","TEJON RANCHO","1425","35.02","-118.75","TEHACHAPI","6","9001","999","999","999","39","0","none specified","SAN JOAQUIN R",".None Specified","SAN JOAQUIN RIVER","2"
"TK2","TRUCKEE 2","6400","39.3","-120.194","TRUCKEE","8","10501","999","999","54","14","0","PLACER","TRUCKEE R","Natural Resources Conservation Service","NORTH LAHONTAN","2,3,4,18,30,31,32,82"
"TKE","TRUCKEE RS (OBS)","6020","39.333","-120.183","TRUCKEE","8","10501","999","999","44","14","0","NEVADA","TRUCKEE R","US Forest Service","NORTH LAHONTAN","2,45"
"TKS","TRUCKEE RS (SNOW COURSE)","6000","39.333","-120.192","TRUCKEE","8","10501","999","999","999","14","0","NEVADA","TRUCKEE R",".None Specified","NORTH LAHONTAN","3,18,82"
"TKT","TRUCKEE RIVER AT TAHOE","6217","39.164","-120.143","TAHOE CITY","8","10601","999","999","58","14","0","PLACER","LAKE TAHOE","US Geological Survey","NORTH LAHONTAN","66,90,261"
"TLA","TUOLUMNE R BLW LA GRANGE DAM (CAFG)","162","37.66942","-120.44377","LA GRANGE","6","8601","999","999","801","24","0","STANISLAUS","TUOLUMNE R","CA Dept of Fish and Wildlife","SAN JOAQUIN RIVER","25"
"TLC","TURLOCK LAKE","244","37.6","-120.583","TURLOCK","6","8601","999","999","203","24","0","STANISLAUS","TUOLUMNE R","Turlock Irrigation District","SAN JOAQUIN RIVER","15"
"TLD","TILDEN PARK","1905","37.8836","-122.2219","BERKELEY","2","2001","999","999","107","21","0","CONTRA COSTA","EAST BAY","Contra Costa County","SAN FRANCISCO BAY","16"
"TLG","TUOLUMNE R-LA GRANGE DAM","170","37.666","-120.441","LA GRANGE","6","8601","999","722","203","24","0","STANISLAUS","TUOLUMNE R","Turlock Irrigation District","SAN JOAQUIN RIVER","8,65,66,260,261,262,263,264,265,290"
"TLH","TELEGRAPH HILL","3730","38.0311012268066","-120.351936340332","COLUMBIA","6","8501","50","702","50","999","0","TUOLUMNE","STANISLAUS R","US Bureau of Reclamation","SAN JOAQUIN RIVER","2,4,14,16,30,31,32,45"
"TLK","TRINITY RIVER BELOW LIMEKILN GULCH","1650","40.673","-122.919","DOUGLAS CITY","1","901","999","999","404","8","0","TRINITY","TRINITY R","US Geological Survey/US Bureau of Reclamation","NORTH COAST","1,4,14,16,20,25,27,61"
"TLL","TULE LAKE","4035","41.967","-121.467","TULELAKE","1","201","999","999","215","4","0","SISKIYOU","KLAMATH R","Tule Lake Irrigation District","NORTH COAST","2"
"TLM","TUOLUMNE-CHERRY CREEK","910","37.967777","-119.916389","SAN JOAQUIN","6","8601","999","999","999","25","0","TUOLUMNE","TUOLUMNE R",".None Specified","SAN JOAQUIN RIVER","65,66"
"TLN","TUOLUMNE NR HETCH HETCHY","3796","37.938","-119.797","MATHER","6","8601","999","999","74","25","0","TUOLUMNE","TUOLUMNE R","City of San Francisco","SAN JOAQUIN RIVER","65"
"TLP","TULE RIVER PH","2450","36.163","-118.707","PORTERVILLE","7","9601","999","999","168","32","0","TULARE","TULE R","Southern California Edison Company","TULARE LAKE","2"
"TLR","TULE R NR ROAD 64","240","36.0872","-119.4289","CORCORAN","6","9601","999","999","56","31","0","TULARE","TULE R","US Army Corps of Engineers","SAN JOAQUIN RIVER","1,14"
"TLS","TUOLUMNE R NEAR LUMSDEN CAMPGROUND","1421","37.83612","-120.05367","GROVELAND","6","8601","999","999","801","24","0","TUOLUMNE","TUOLUMNE R","CA Dept of Fish and Wildlife","SAN JOAQUIN RIVER","25"
"TLU","TULARE LAKE UNIMPAIRED RUNOFF","175","36.0","-119.7","CORCORAN","7","9801","999","999","722","0","6","KINGS","TULARE LAKE","CA Dept of Water Resources/DFM-Hydro-Water Supply Fcasting","TULARE LAKE","65,260,261,262,263,264,265"
"TM1","THOMPSON MEADOW SITE #1","5504","39.979199","-120.476418","PORTOLA","5","7301","999","999","707","14","2","PLUMAS","FEATHER R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14,20,164,165"
"TM2","THOMPSON MEADOW SITE #2","5466","39.974259","-120.472696","PORTOLA","5","7301","999","999","707","14","2","PLUMAS","FEATHER R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14,20,164,165"
"TM3","THOMPSON MEADOW SITE #3","5496","39.980137","-120.479876","PORTOLA","5","7301","999","999","707","14","2","PLUMAS","FEATHER R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14,20,164,165"
"TMF","TAMARACK FLAT","6550","38.803","-120.103","KYBURZ","5","7701","999","999","1","17","0","EL DORADO","AMERICAN R","CA Dept of Water Resources","SACRAMENTO RIVER","3,18,82"
"TMK","TAMARACK CREEK","7250","37.178","-119.205",,"6","9001","999","999","68","25","0","FRESNO","SAN JOAQUIN R","Southern California Edison Company, Big Creek","SAN JOAQUIN RIVER","3,18,82"
"TMM","TUOLUMNE MEADOWS (NPS)","9200","37.868","-119.319","TUOLUMNE MEADOWS","6","8601","999","999","55","25","0","TUOLUMNE","TUOLUMNE R","National Park Service","SAN JOAQUIN RIVER","2,4,9,10,12,13,14,30,31,32,77,78"
"TMP","TOMASINI POINT","40","38.117","-122.85","POINT REYES","2","1701","999","999","7","16","0","MARIN","COAST-MARIN","CA Dept of Health Services (Richmond)","SAN FRANCISCO BAY","1,2,4,9,10,12,45"
"TMR","TAMARACK SUMMIT","7550","37.1637496948242","-119.200531005859","SHAVER LAKE","6","9001","50","702","50","999","0","FRESNO","SAN JOAQUIN R","US Bureau of Reclamation","SAN JOAQUIN RIVER","2,3,4,14,16,18,30,31,32,45,82"
"TMS","THREE MILE SLOUGH","15","38.106","-121.7","ANTIOCH","5","6501","999","999","1","17","0","SACRAMENTO","SACRAMENTO R","CA Dept of Water Resources","SACRAMENTO RIVER","5,14,25,100"
"TMT","THERMALITO  TOTAL","140","39.458","-121.638","OROVILLE","5","7301","999","999","1","13","0","BUTTE","FEATHER R","CA Dept of Water Resources","SACRAMENTO RIVER","15"
"TNC","TRINITY CAMP","2100","40.679","-122.833","LEWISTON","1","901","999","999","3","8","0","TRINITY","TRINITY R","CA Dept of Forestry and Fire Protection","NORTH COAST","2,4,9,10,11,12,13,14,17,26,30,31,32,77,78"
"TND","TYNDALL CREEK","10650","36.632","-118.392","LONE PINE","7","9701","999","999","1","32","0","TULARE","KERN R","CA Dept of Water Resources","TULARE LAKE","3,18,82"
"TNL","TRINITY R AT LEWISTON","1816","40.719","-122.802","LEWISTON","1","901","999","999","50","8","0","TRINITY","TRINITY R","US Bureau of Reclamation","NORTH COAST","65,66,260,261,262,263,264,265"
"TNM","TINEMAHA RESERVOIR","3882","37.058","-118.225","POVERTY HILLS","9","11001","999","999","71","26","0","INYO","OWENS R","City of Los Angeles; Dept of Water and Power","SOUTH LAHONTAN","15"
"TNR","TONNER CANYON","1340","33.9475","-117.8222","YORBA LINDA","4","5701","999","999","172","54","0","LOS ANGELES","SANTA ANA R","Los Angeles County Fire Dept","SOUTH COAST","2,4,9,10,11,12,13,14,17,26,30,31,32,77,78"
"TNY","TENAYA LAKE","8150","37.838","-119.448","TUOLUMNE MEADOWS","6","8701","702","702","702","25","0","MARIPOSA","MERCED R","CA Dept of Water Resources/DFM-Hydro-SMN","SAN JOAQUIN RIVER","2,3,4,9,10,12,14,16,18,30,31,32,77,78,82,96,97,98,99,103,104,105,106,107,108,115,194,195,196,197,198,199"
"TOE","TOE DRAIN AT LIBERTY ISLAND NR COURTLAND","0","38.349167","-121.644722","COURTLAND","5","8101","58","58","58","0","99","YOLO","DELTA","US Geological Survey","SACRAMENTO RIVER","1,20,21,25,100,221"
"TOK","THOUSAND OAKS RAWS","795","34.21","-118.87","THOUSAND OAKS","4","4601","999","999","218","46","0","VENTURA","SANTA CLARA R","Ventura County Fire","SOUTH COAST","2,4,9,10,11,12,13,14,26,30,31,32,45,77,78"
"TOT","COMBINED SSD & WCD FLOWS","4030","40.3814","-120.4342","STANDISH","8","10401","999","999","703","10","0","LASSEN","SUSAN R","CA Dept of Water Resources/Operations and Maintenance","NORTH LAHONTAN","20,69"
"TPG","TOPANGA RAWS","1600","34.1364","-118.605","CALABASAS","4","4301","999","999","172","46","0","LOS ANGELES","VENTURA LA COASTAL","Los Angeles County Fire Dept","SOUTH COAST","2,4,9,10,11,12,13,14,17,26,30,31,32,45,77,78"
"TPI","TOM PAINE SLOUGH ABV INTAKE STRUCTURE","9","37.7901000976563","-121.418510437012","TRACY","6","9001","999","999","1","999","0","SAN JOAQUIN","SAN JOAQUIN R","CA Dept of Water Resources","SAN JOAQUIN RIVER","1,14,25,100,141"
"TPP","TOM PAINE SLOUGH NR PESCADERO","10","37.7672843933105","-121.351028442383","TRACY","6","9001","999","999","703","999","0","SAN JOAQUIN","SAN JOAQUIN R","CA Dept of Water Resources/Operations and Maintenance","SAN JOAQUIN RIVER","1,14,141"
"TPS","TOM PAINE SLOUGH ABV THE MOUTH","9","37.7905349731445","-121.418632507324","TRACY","6","9001","999","999","704","999","0","SAN JOAQUIN","SAN JOAQUIN R","CA Dept of Water Resources/North Central Region Office","SAN JOAQUIN RIVER","1,14,25,100,141,144"
"TRC","TRINITY R ABV COFFEE CR NR TRINITY CTR","2537","41.111255645752","-122.705581665039","TRINITY CENTER","1","901","999","999","58","3","0","TRINITY","TRINITY R","US Geological Survey","NORTH COAST","1,14,20"
"TRD","TRAGEDY SPRINGS","7900","38.638","-120.143","PLASSE","6","8301","999","999","999","18","0","AMADOR","MOKELUMNE R",".None Specified","SAN JOAQUIN RIVER","3,18,82"
"TRF","TRUCKEE RIVER AT FARAD","5153","39.428","-120.033","RENO, NV","8","10601","999","999","58","14","0","NEVADA","LAKE TAHOE","US Geological Survey","NORTH LAHONTAN","65,66,260,261,262,263,264,265"
"TRG","TRAGEDY CREEK","8150","38.63","-120.145","PLASSE","6","8301","999","999","12","18","0","AMADOR","MOKELUMNE R","Amador Ranger District","SAN JOAQUIN RIVER","3,18,82"
"TRH","TUOLUMNE RIVER NEAR HETCH HETCHY","3430","37.9374198913574","-119.798233032227","MATHER","6","8601","999","999","58","25","0","TUOLUMNE","TUOLUMNE R","US Geological Survey","SAN JOAQUIN RIVER","1,14,20,25"
"TRI","TRIMMER","1540","36.9","-119.2","SANGER","6","9401","999","999","44","31","0","FRESNO","KINGS R","US Forest Service","SAN JOAQUIN RIVER","2,4,9,10,11,12,13,14,26,30,31,32,45,77,78"
"TRK","TRUCKEE RIVER NEAR TRUCKEE","5858","39.2962951660156","-120.205474853516","TRUCKEE","8","10501","999","999","58","14","0","NEVADA","TRUCKEE R","US Geological Survey","NORTH LAHONTAN","1,14,20,169"
"TRL","TRAILHEAD","9100","36.337","-118.155","OLANCHA","9","11001","999","999","71","32","0","INYO","OWENS R","City of Los Angeles; Dept of Water and Power","SOUTH LAHONTAN","3,18,82"
"TRM","TERMINUS DAM","752","36.415","-119.002","VISALIA","7","9501","999","999","56","31","0","TULARE","KAWEAH R","US Army Corps of Engineers","TULARE LAKE","2,6,7,8,15,22,23,31,32,45,64,76,91,93,94,200"
"TRN","TURNER CUT NEAR HOLT","0","37.9928","-121.4542","HOLT","6","9001","999","999","5","23","0","SAN JOAQUIN","SAN JOAQUIN R","USGS/DWR","SAN JOAQUIN RIVER","1,5,20,21,25,28,61,62,100,221"
"TRP","TRACY PUMPING PLANT","3","37.8","-121.585","TRACY","6","9001","999","999","703","23","0","SAN JOAQUIN","SAN JOAQUIN R","CA Dept of Water Resources/Operations and Maintenance","SAN JOAQUIN RIVER","27,28,61,62,70,100,101,109,112,146,148,149,150,151,152,153,179,266,267,268,269"
"TRR","KAWEAH RIVER AT THREE RIVERS","833","36.4439","-118.9044","THREE RIVERS","7","9501","999","999","56","32","0","TULARE","KAWEAH R","US Army Corps of Engineers","TULARE LAKE","20,41"
"TRS","TROUGH SPRING","4000","39.296","-122.654","FOUTS SPRING","5","7251","999","999","56","12","0","COLUSA","STONY CR","US Army Corps of Engineers","SACRAMENTO RIVER","2,45"
"TRT","TULUMNE R AT TUOLUMNE CITY","53","37.60314","-121.13131","MODESTO","6","8601","999","999","713","22","2","STANISLAUS","TUOLUMNE R","CA Dept of Water Resources/O&M San Joaquin Field Division","SAN JOAQUIN RIVER","1,14,20"
"TRV","NF OF MF TULE R CNL BL DOYLE SPRGS PUMP","5050","36.1708","-118.6947","SPRINGVILLE","7","9601","999","999","61","32","0","TULARE","TULE R","Pacific Gas and Electric Company, Auberry","TULARE LAKE","1,14"
"TRW","TUOLUMNE R AT WATERFORD","100","37.6336","-120.76556","WATERFORD","6","8601","999","999","706","24","2","STANISLAUS","TUOLUMNE R","CA Dept of Water Resources/South Central Region Office","SAN JOAQUIN RIVER","1,14,20"
"TSB","TUOLUMNE RIVER AT SHILOH BRIDGE","36","37.60273","-121.13138","MODESTO","6","8601","999","999","801","23","0","STANISLAUS","TUOLUMNE R","CA Dept of Fish and Wildlife","SAN JOAQUIN RIVER","25"
"TSC","SF TULE R NR SUCCESS","770","36.0425","-118.8567","PORTERVILLE","7","9601","999","999","56","32","0","TULARE","TULE R","US Army Corps of Engineers","TULARE LAKE","1,14"
"TSF","TUOLUMNE RIVER NEAR SANTE FE BRIDGE","45","37.62291","-120.89874","HUGHSON","6","8601","999","999","801","24","0","STANISLAUS","TUOLUMNE R","CA Dept of Fish and Wildlife","SAN JOAQUIN RIVER","25"
"TSG","TULE R NR SPRINGVILLE","680","36.1006","-118.8686","PORTERVILLE","7","9601","999","999","56","32","0","TULARE","TULE R","US Army Corps of Engineers","TULARE LAKE","1,14"
"TSL","THREEMILE SLOUGH AT SAN JOAQUIN RIVER","10","38.1033","-121.6861","ANTIOCH","5","6501","999","999","5","16","0","SACRAMENTO","SACRAMENTO R","USGS/DWR","SACRAMENTO RIVER","1,20,21,25,61,100,221,222,223,224,225,226,227,228,229,230"
"TSP","NF OF MF TULE R NR SPRINGVILLE","2920","36.1747","-118.6947","SPRINGVILLE","6","9601","999","999","61","32","0","TULARE","TULE R","Pacific Gas and Electric Company, Auberry","SAN JOAQUIN RIVER","1,14"
"TST","SNOW SURVEYS TEST STATION","0","0.0","0.0","SACRAMENTO","5","6501","999","999","702","0","0","SACRAMENTO","SACRAMENTO R","CA Dept of Water Resources/DFM-Hydro-SMN","SACRAMENTO RIVER","2,3,4,9,10,12,14,18,77,78,103,104,105"
"TTC","TRUCKEE RIVER AT TAHOE CITY","5930","39.1662940979004","-120.144355773926","TAHOE CITY","8","10501","999","999","58","14","0","PLACER","TRUCKEE R","US Geological Survey","NORTH LAHONTAN","1,4,14,16,20,25,41,100"
"TTK","TERMINAL TANK (KB004207)","650","37.399","-121.834","SANTA CLARA","2","2801","999","999","703","23","0","SANTA CLARA","SF BAY","CA Dept of Water Resources/Operations and Maintenance","SAN FRANCISCO BAY","25,27,100,114"
"TTS","TUOLUMNE R AT TURLOCK LK ST REC CAMPGRD","110","37.63153","-120.5829","WATERFORD","6","8601","999","999","801","24","0","STANISLAUS","TUOLUMNE R","CA Dept of Fish and Wildlife","SAN JOAQUIN RIVER","25"
"TTT","TEST STATION","1000","34.3","-120.7","TESTING","1","2101","999","999","1","44","0","ALAMEDA","ALAMEDA CR","CA Dept of Water Resources","NORTH COAST","11,12,13,14,16"
"TUL","TULLOCH","515","37.875","-120.603","SONORA","6","8501","999","999","50","24","0","CALAVERAS","STANISLAUS R","US Bureau of Reclamation","SAN JOAQUIN RIVER","6,15,22,23,48,71,74,76,85,94,200"
"TUM","TUOLUMNE MEADOWS","8600","37.873","-119.35","TUOLUMNE MEADOWS","6","8601","702","702","702","25","0","TUOLUMNE","TUOLUMNE R","CA Dept of Water Resources/DFM-Hydro-SMN","SAN JOAQUIN RIVER","1,2,3,4,5,9,10,12,14,16,18,20,25,26,27,30,31,32,45,52,82,103,104,105,106,115,146,194,195,196,197,198,199,208"
"TUN","TUNNEL GUARD STATION","8900","36.366349","-118.289116","LONE PINE","7","9701","702","702","702","0","0","TULARE","KERN R","CA Dept of Water Resources/DFM-Hydro-SMN","TULARE LAKE","3,4,9,10,12,14,18,30,31,32,82"
"TUR","KLAMATH R NR KLAMATH (TURWAR CREEK)","6","41.5152282714844","-123.999122619629","KLAMATH","1","201","409","702","409","999","0","DEL NORTE","KLAMATH R","USGS/DWR-DFM-Hydro-SMN","NORTH COAST","1,14,16,20,41"
"TVL","THOMPSON VALLEY","5404","39.979","-120.4789","PORTOLA","5","7301","999","999","709","14","0","PLUMAS","FEATHER R","CA Dept of Water Resources/O&M Oroville Field Division","SACRAMENTO RIVER","2,4,9,10,12,14,17,26,30,31,32,45,77,78,103,104,105,115,123,124,126,127,128,129,130,131,132,133,134"
"TWA","OLD RIVER AT TRACY WILDLIFE ASSOCIATION","0","37.8028","-121.4574","TRACY","6","9001","999","999","704","23","17","SAN JOAQUIN","SAN JOAQUIN R","CA Dept of Water Resources/North Central Region Office","SAN JOAQUIN RIVER","25,28,61,62,100,221"
"TWC","TWEEDY CREEK","3620","35.221","-118.471","TEHACHAPI","7","9750","999","999","115","39","0","KERN","CALIENTE CR","Kern County","TULARE LAKE","14,16"
"TWI","SAN JOAQUIN RIVER AT TWITCHELL ISLAND","0","38.0969","-121.6691","RIO VISTA","6","9001","999","999","705","16","21","SACRAMENTO","SAN JOAQUIN R","CA Dept of Water Resources/Div of Environmental Services","SAN JOAQUIN RIVER","14,25,27,28,61,62,100"
"TWS","THERMALITO RIVER OUTLET WEATHER STATION","110","39.458","-121.671","OROVILLE","5","7301","999","999","703","13","0","BUTTE","FEATHER R","CA Dept of Water Resources/Operations and Maintenance","SACRAMENTO RIVER","4,9,10,12,14,30,31,32,77,78,103,104,105"
"TWT","TWITCHELL","692","34.983","-120.317","SANTA MARIA","3","3901","999","999","50","44","0","SAN LUIS OBISPO","SANTA MARIA R","US Bureau of Reclamation","CENTRAL COAST","2,6,15,23,76"
"TYR","TAYLOR RIDGE","4000","40.917","-122.817","WEAVERVILLE","1","901","999","999","50","8","0","TRINITY","TRINITY R","US Bureau of Reclamation","NORTH COAST","2,4,14,16,45"
"UBC","UPPER BURNT CORRAL","9700","37.1832962036133","-118.938293457031",,"7","9401","702","702","702","999","0","FRESNO","KINGS R","CA Dept of Water Resources/DFM-Hydro-SMN","TULARE LAKE","3,4,14,18,30,31,32,82"
"UCC","UPPER CHERRY CK","4750","38.031331","-119.901417","HETCH HETCHY","6","8601","999","999","180","19","2","TUOLUMNE","TUOLUMNE R","San Francisco County","SAN JOAQUIN RIVER","1,4,14,20,25,146"
"UCM","UC MERCED WEATHER STATION","270","37.36911","-120.42013","MERCED","6","9001","999","999","204","23","2","MERCED","SAN JOAQUIN R","Merced Irrigation District","SAN JOAQUIN RIVER","2,9,10,12,14,17,29,30,64,77,78,175,194,195,196,197,198,199,239,240,241,242,243,244,245,246,247,248,249,250,251,252"
"UCP","UPPER CARSON PASS","8500","38.695","-119.983",,"5","7701","999","999","209","19","0","ALPINE","AMERICAN R","El Dorado Irrigation District","SACRAMENTO RIVER","3,18,82"
"UCS","UPPER CACHE SLOUGH","0","38.27555556","-121.7091667","RIO VISTA","5","6501","999","999","58","16","22","SOLANO","SACRAMENTO R","US Geological Survey","SACRAMENTO RIVER","1,20,21,25,100,221"
"UKH","UKIAH","633","39.15","-123.2","UKAIH","1","1601","999","999","40","11","0","MENDOCINO","RUSSIAN R","National Weather Service","NORTH COAST","2"
"UKR","UPPER KIBBIE RIDGE","6700","38.043","-119.887",,"6","8601","999","999","37","19","0","TUOLUMNE","TUOLUMNE R","Summit Ranger District","SAN JOAQUIN RIVER","3,18,82"
"ULC","ULTATIS CREEK","0","38.29416667","-121.7597222","ELMIRA","5","8101","999","999","58","16","22","SOLANO","DELTA","US Geological Survey","SACRAMENTO RIVER","1,20,21,25,100,221"
"ULP","UPPER LASSEN PEAK","8500","40.473","-121.507","MANZANITA LAKE","5","7301","999","999","999","9","0","SHASTA","FEATHER R",".None Specified","SACRAMENTO RIVER","3,18,82"
"ULT","ULATIS CREEK AT PLEASANTS VALLEY ROAD","362","38.40508","-122.04255","VACAVILLE","2","8101","221","221","221","0","99","SOLANO","DELTA","Solano County Water Agency","SAN FRANCISCO BAY","1"
